LEFT|8.11364|155.726|62.2008|-34.3841|181.401|-36.0734|-71.474|187.008|-53.7326|-107.557|181.515|-47.8401|-153.694|168.43|-17.4355|SERVO1
LEFT|8.36747|156.039|62.6892|-33.8581|182.026|-35.8548|-71.475|187.005|-53.7337|-107.553|181.515|-47.8428|-153.694|168.435|-17.4401|SERVO1
LEFT|8.58413|156.268|63.224|-33.0015|182.821|-35.4836|-71.478|187.0|-53.7348|-107.545|181.514|-47.8462|-153.696|168.445|-17.4457|SERVO1
LEFT|8.72601|156.423|63.6375|-32.1564|183.363|-35.0846|-71.4817|186.993|-53.7345|-107.529|181.509|-47.8501|-153.701|168.463|-17.4516|SERVO1
LEFT|8.81312|156.499|63.8907|-31.3987|183.647|-34.7606|-71.4864|186.981|-53.7342|-107.504|181.497|-47.8551|-153.707|168.486|-17.4576|SERVO1
LEFT|8.86882|156.543|64.05|-30.7276|183.698|-34.5039|-71.4913|186.964|-53.7338|-107.468|181.475|-47.8615|-153.713|168.51|-17.4626|SERVO1
LEFT|8.91244|156.567|64.1653|-30.1123|183.537|-34.3273|-71.4973|186.934|-53.7347|-107.417|181.439|-47.87|-153.716|168.522|-17.4646|SERVO1
LEFT|8.94544|156.584|64.2526|-29.5872|183.296|-34.2337|-71.5033|186.896|-53.7393|-107.359|181.395|-47.8846|-153.718|168.53|-17.4689|SERVO1
LEFT|8.97307|156.598|64.325|-29.1713|183.042|-34.2167|-71.5087|186.856|-53.7478|-107.299|181.347|-47.9043|-153.719|168.535|-17.4728|SERVO1
LEFT|9.04321|156.623|64.5046|-28.9005|182.809|-34.2683|-71.5144|186.816|-53.7593|-107.253|181.307|-47.9243|-153.719|168.538|-17.4754|SERVO1
LEFT|9.10783|156.654|64.6721|-28.7228|182.581|-34.3527|-71.521|186.771|-53.7746|-107.215|181.271|-47.9447|-153.72|168.539|-17.4782|SERVO1
LEFT|9.19154|156.7|64.896|-28.6166|182.373|-34.4543|-71.528|186.724|-53.7933|-107.187|181.237|-47.9648|-153.721|168.541|-17.4806|SERVO1
LEFT|9.25314|156.722|65.0489|-28.5709|182.243|-34.5562|-71.5361|186.681|-53.814|-107.167|181.21|-47.9839|-153.723|168.542|-17.4836|SERVO1
LEFT|9.30008|156.733|65.1624|-28.5525|182.131|-34.6495|-71.5445|186.642|-53.8347|-107.151|181.185|-48.0017|-153.725|168.544|-17.4876|SERVO1
LEFT|9.33017|156.737|65.2254|-28.5483|182.068|-34.7245|-71.5521|186.609|-53.855|-107.14|181.162|-48.0194|-153.728|168.545|-17.4924|SERVO1
LEFT|9.3695|156.757|65.3111|-28.5495|182.029|-34.7785|-71.5581|186.585|-53.872|-107.133|181.146|-48.0338|-153.731|168.546|-17.4979|SERVO1
LEFT|9.42967|156.803|65.442|-28.5526|182.007|-34.8153|-71.5626|186.568|-53.8857|-107.128|181.133|-48.0464|-153.734|168.546|-17.5037|SERVO1
LEFT|9.48824|156.854|65.5676|-28.5567|181.993|-34.8429|-71.5663|186.554|-53.897|-107.124|181.122|-48.0577|-153.738|168.546|-17.5095|SERVO1
LEFT|9.52817|156.894|65.6562|-28.561|181.981|-34.8655|-71.5692|186.545|-53.9056|-107.122|181.114|-48.067|-153.741|168.546|-17.5152|SERVO1
LEFT|9.55149|156.921|65.7016|-28.5643|181.973|-34.8827|-71.5713|186.539|-53.9121|-107.121|181.108|-48.0745|-153.744|168.546|-17.5207|SERVO1
LEFT|9.57901|156.959|65.7517|-28.5662|181.968|-34.8933|-71.5726|186.535|-53.9164|-107.12|181.103|-48.0806|-153.747|168.545|-17.5255|SERVO1
LEFT|9.62525|157.047|65.8409|-28.5671|181.966|-34.899|-71.5734|186.533|-53.9189|-107.12|181.1|-48.0844|-153.748|168.545|-17.5291|SERVO1
LEFT|9.6936|157.203|65.9774|-28.5675|181.965|-34.9019|-71.5738|186.532|-53.9203|-107.12|181.099|-48.0866|-153.75|168.545|-17.5315|SERVO1
LEFT|9.77774|157.404|66.1382|-28.5676|181.964|-34.9036|-71.5739|186.532|-53.9211|-107.12|181.098|-48.0878|-153.75|168.545|-17.5328|SERVO1
LEFT|9.86765|157.613|66.2995|-28.5677|181.964|-34.9047|-71.574|186.531|-53.9215|-107.12|181.098|-48.0885|-153.75|168.544|-17.5335|SERVO1
LEFT|9.90894|157.702|66.3692|-28.5678|181.964|-34.9057|-71.5741|186.531|-53.9217|-107.12|181.098|-48.0889|-153.751|168.544|-17.5339|SERVO1
LEFT|9.92797|157.745|66.3988|-28.5678|181.963|-34.9065|-71.5741|186.531|-53.9218|-107.12|181.097|-48.0891|-153.751|168.544|-17.5341|SERVO1
LEFT|9.94211|157.77|66.4134|-28.5678|181.963|-34.9073|-71.5741|186.531|-53.922|-107.12|181.097|-48.0894|-153.751|168.544|-17.5342|SERVO1
LEFT|9.95447|157.788|66.4222|-28.5679|181.963|-34.9082|-71.5742|186.531|-53.9222|-107.12|181.097|-48.0899|-153.751|168.544|-17.5343|SERVO1
LEFT|9.96729|157.802|66.4268|-28.568|181.962|-34.9101|-71.5743|186.531|-53.9227|-107.12|181.097|-48.0908|-153.751|168.544|-17.5345|SERVO1
LEFT|9.97998|157.813|66.4283|-28.5681|181.961|-34.9136|-71.5746|186.529|-53.9246|-107.12|181.096|-48.0921|-153.751|168.544|-17.5349|SERVO1
LEFT|9.98803|157.82|66.4277|-28.5685|181.958|-34.9199|-71.5755|186.526|-53.929|-107.12|181.095|-48.0945|-153.751|168.544|-17.5357|SERVO1
LEFT|9.99241|157.825|66.4269|-28.5691|181.954|-34.9308|-71.5769|186.521|-53.9365|-107.12|181.092|-48.0994|-153.752|168.544|-17.5377|SERVO1
LEFT|9.99513|157.828|66.4263|-28.5704|181.944|-34.9507|-71.5795|186.512|-53.9502|-107.12|181.086|-48.1088|-153.753|168.543|-17.5415|SERVO1
LEFT|10.0007|157.836|66.4253|-28.5724|181.929|-34.9821|-71.5836|186.496|-53.9725|-107.12|181.075|-48.1267|-153.756|168.541|-17.5485|SERVO1
LEFT|10.0075|157.847|66.4234|-28.5757|181.906|-35.0283|-71.5893|186.476|-54.002|-107.121|181.058|-48.1548|-153.759|168.539|-17.5599|SERVO1
LEFT|10.0165|157.863|66.4205|-28.5797|181.878|-35.0837|-71.5951|186.454|-54.032|-107.121|181.034|-48.1916|-153.763|168.536|-17.5713|SERVO1
LEFT|10.0231|157.875|66.4172|-28.5843|181.847|-35.145|-71.6005|186.436|-54.0583|-107.122|181.005|-48.2371|-153.768|168.533|-17.5842|SERVO1
LEFT|10.0297|157.889|66.4133|-28.5888|181.817|-35.2035|-71.6051|186.421|-54.0804|-107.124|180.971|-48.2889|-153.774|168.529|-17.6009|SERVO1
LEFT|10.0374|157.909|66.4079|-28.5927|181.791|-35.2543|-71.6098|186.406|-54.1026|-107.126|180.935|-48.344|-153.782|168.524|-17.6221|SERVO1
LEFT|10.0439|157.927|66.402|-28.5952|181.773|-35.2878|-71.6141|186.393|-54.122|-107.128|180.905|-48.3909|-153.794|168.516|-17.6534|SERVO1
LEFT|10.0493|157.94|66.3959|-28.5981|181.755|-35.325|-71.6189|186.378|-54.1437|-107.13|180.872|-48.4419|-153.813|168.505|-17.7001|SERVO1
LEFT|10.0533|157.95|66.391|-28.6025|181.727|-35.3833|-71.6244|186.36|-54.169|-107.133|180.843|-48.4886|-153.839|168.49|-17.7624|SERVO1
LEFT|10.0559|157.956|66.3886|-28.6072|181.696|-35.447|-71.6308|186.34|-54.1987|-107.136|180.805|-48.5474|-153.87|168.47|-17.8374|SERVO1
LEFT|10.0582|157.962|66.3867|-28.6115|181.666|-35.5083|-71.6356|186.324|-54.2214|-107.14|180.759|-48.6184|-153.906|168.448|-17.9218|SERVO1
LEFT|10.0614|157.97|66.3842|-28.6172|181.625|-35.5921|-71.6435|186.298|-54.258|-107.145|180.7|-48.7063|-153.946|168.423|-18.0147|SERVO1
LEFT|10.0664|157.981|66.3803|-28.6238|181.575|-35.6904|-71.6541|186.264|-54.3071|-107.151|180.63|-48.8101|-153.988|168.393|-18.1168|SERVO1
LEFT|10.0723|157.996|66.3759|-28.6317|181.517|-35.803|-71.6686|186.216|-54.374|-107.156|180.549|-48.9271|-154.034|168.357|-18.2293|SERVO1
LEFT|10.0783|158.01|66.3721|-28.6398|181.455|-35.9203|-71.6862|186.157|-54.4554|-107.162|180.46|-49.0544|-154.081|168.316|-18.3495|SERVO1
