0|-10.1488|136.702|167.081|23.1907|197.275|114.445|-7.27954|197.007|75.9288|-41.5619|191.092|65.4439|-99.6077|167.366|79.7363|0
0|-9.799|136.814|166.932|23.1873|197.275|114.43|-7.38835|197.006|75.8239|-41.8412|191.083|65.3525|-104.004|174.248|77.8539|0
0|-8.53727|137.42|166.459|23.1851|197.275|114.419|-7.50678|197.004|75.6729|-42.2115|191.058|65.1325|-106.314|176.799|77.1947|0
0|-3.70423|141.311|164.587|23.1812|197.275|114.4|-7.70391|196.985|75.3689|-42.8523|190.948|64.556|-108.453|177.596|75.7983|0
0|3.6461|150.467|162.293|23.1731|197.278|114.369|-7.90366|196.975|75.0339|-43.4156|190.836|63.8759|-109.425|177.333|73.826|0
0|8.94237|158.646|158.041|23.1645|197.281|114.334|-8.05117|196.975|74.7313|-43.7708|190.771|63.2646|-109.838|177.072|71.9984|0
0|9.62603|158.941|153.699|23.1489|197.28|114.271|-8.19253|196.966|74.3968|-44.0653|190.735|62.6358|-110.23|177.062|70.2984|0
0|9.85157|159.177|152.363|23.1425|197.279|114.244|-8.24071|196.958|74.2712|-44.1562|190.714|62.4156|-110.339|177.028|69.7668|0
0|10.0177|159.462|151.415|23.1373|197.278|114.222|-8.27316|196.951|74.1813|-44.2113|190.698|62.2696|-110.398|176.999|69.4401|0
0|10.168|159.691|150.665|23.1333|197.277|114.204|-8.29577|196.945|74.1139|-44.2455|190.687|62.1703|-110.431|176.979|69.2396|0
0|10.2272|159.804|150.22|23.1291|197.275|114.185|-8.31353|196.938|74.0585|-44.2676|190.678|62.1022|-110.45|176.968|69.1223|0
0|10.2866|159.896|149.904|23.1253|197.274|114.167|-8.32714|196.933|74.0139|-44.2816|190.672|62.0562|-110.46|176.962|69.0555|0
0|10.517|160.182|149.174|23.122|197.272|114.151|-8.33819|196.928|73.9758|-44.291|190.667|62.0233|-110.465|176.959|69.0179|0
0|10.7535|160.373|148.472|23.1198|197.271|114.14|-8.34461|196.925|73.9518|-44.2961|190.664|62.0042|-110.468|176.957|68.9968|0
0|10.88|160.467|148.041|23.1178|197.269|114.129|-8.34914|196.922|73.9343|-44.2991|190.663|61.9924|-110.47|176.956|68.9852|0
0|10.9644|160.509|147.746|23.1159|197.268|114.118|-8.35271|196.92|73.9201|-44.3012|190.662|61.984|-110.471|176.956|68.9784|0
0|11.0404|160.538|147.508|23.1141|197.266|114.107|-8.35271|196.92|73.9201|-44.3031|190.661|61.9759|-110.472|176.955|68.9734|0
0|11.0928|160.555|147.338|23.1141|197.266|114.107|-8.35663|196.918|73.9039|-44.3031|190.661|61.9759|-110.472|176.955|68.9676|0
0|11.1399|160.553|147.166|23.1116|197.264|114.093|-8.36128|196.914|73.8845|-44.306|190.659|61.9638|-110.472|176.955|68.9676|0
0|11.1858|160.54|146.985|23.1081|197.261|114.071|-8.36828|196.909|73.8553|-44.3105|190.656|61.9448|-110.474|176.954|68.9573|0
0|11.2169|160.533|146.859|23.1033|197.256|114.043|-8.37913|196.901|73.8102|-44.3185|190.649|61.9115|-110.478|176.95|68.9322|0
0|11.2378|160.525|146.768|23.0966|197.248|114.002|-8.39586|196.887|73.7402|-44.3317|190.639|61.8564|-110.485|176.944|68.8899|0
0|11.2574|160.514|146.677|23.087|197.237|113.945|-8.42104|196.865|73.6354|-44.3519|190.622|61.7727|-110.495|176.934|68.8298|0
0|11.2751|160.501|146.586|23.0743|197.223|113.869|-8.45524|196.835|73.4935|-44.382|190.596|61.6487|-110.509|176.921|68.7495|0
0|11.2919|160.487|146.495|23.0594|197.206|113.783|-8.49919|196.796|73.3119|-44.422|190.56|61.4848|-110.528|176.901|68.6387|0
0|11.304|160.477|146.429|23.0438|197.188|113.691|-8.55297|196.746|73.0897|-44.4759|190.511|61.2645|-110.555|176.873|68.4866|0
0|11.3125|160.47|146.383|23.0294|197.171|113.607|-8.61549|196.688|72.8319|-44.5416|190.45|60.9981|-110.599|176.826|68.2398|0
0|11.3181|160.465|146.351|23.0179|197.157|113.541|-8.67453|196.632|72.5878|-44.6052|190.391|60.7404|-110.65|176.771|67.9574|0
0|11.3213|160.463|146.333|23.0087|197.147|113.487|-8.73663|196.573|72.3307|-44.671|190.33|60.4751|-110.697|176.721|67.6985|0
0|11.3234|160.461|146.322|23.0023|197.139|113.45|-8.78647|196.525|72.1238|-44.7282|190.277|60.2448|-110.735|176.682|67.4941|0
0|11.3244|160.46|146.316|22.9979|197.134|113.424|-8.82882|196.484|71.9474|-44.7766|190.232|60.0495|-110.764|176.65|67.3321|0
0|11.3254|160.459|146.31|22.9943|197.13|113.403|-8.86936|196.445|71.7783|-44.8229|190.189|59.8626|-110.79|176.622|67.1888|0
0|11.331|160.455|146.278|22.9921|197.127|113.39|-8.90988|196.406|71.609|-44.8645|190.149|59.694|-110.808|176.603|67.09|0
0|11.3514|160.44|146.162|22.9906|197.126|113.382|-8.95664|196.36|71.4133|-44.9294|190.087|59.4298|-110.821|176.589|67.0179|0
0|11.3694|160.427|146.061|22.9884|197.123|113.368|-9.01149|196.305|71.1833|-45.03|189.989|59.0188|-110.836|176.572|66.9356|0
0|11.3944|160.409|145.919|22.9819|197.115|113.33|-9.09404|196.223|70.8358|-45.1627|189.858|58.4746|-110.863|176.543|66.787|0
0|11.4423|160.375|145.648|22.9658|197.096|113.233|-9.20918|196.106|70.3495|-45.3072|189.715|57.8802|-110.904|176.495|66.5531|0
0|11.5343|160.312|145.13|22.951|197.078|113.145|-9.3186|195.995|69.8854|-45.4104|189.613|57.4551|-110.95|176.442|66.2906|0
0|11.717|160.196|144.111|22.941|197.066|113.085|-9.41887|195.893|69.4586|-45.4996|189.525|57.0867|-111.0|176.384|66.0082|0
0|11.8866|160.089|143.182|22.9248|197.046|112.987|-9.57275|195.734|68.8002|-45.5846|189.44|56.7347|-111.047|176.329|65.7368|0
0|12.016|160.007|142.481|22.8836|196.995|112.736|-9.76767|195.532|67.9634|-45.7173|189.306|56.1821|-111.116|176.248|65.3435|0
0|12.1082|159.95|141.984|22.7774|196.862|112.085|-10.0123|195.277|66.909|-45.9517|189.065|55.2011|-111.169|176.185|65.0378|0
0|12.2693|159.842|141.125|22.6286|196.675|111.169|-10.175|195.108|66.207|-46.2368|188.772|54.0059|-111.217|176.128|64.7609|0
0|12.491|159.69|139.946|22.4082|196.397|109.805|-10.3661|194.909|65.3798|-46.5679|188.431|52.6163|-111.326|175.997|64.1356|0
